title,plot,Οικογενειακή,Δραμεντί,Περιπέτεια,Κωμωδία,Δράσης,Αισθηματική,Δραματική,Θρίλερ,Δραματικό Θρίλερ,Φαντασίας,Επιστημονικής Φαντασίας,Εποχής
'Ο Χορός της Ζωής μου',"Η ιστορία της ζωής του κουβανού χορευτή Κάρλος Ακόστα, ενός θρύλου του χορού, αλλά και του πρώτου έγχρωμου που κατάφερε να σπάσει τα ταμπού συμπεριλαμβανόμενος στις ομάδες των παραδοσιακότερων μπαλέτων του κόσμου, όπως το Βασιλικό Μπαλέτο του Λονδίνου. Η ιστορία τον ακολουθεί από τα παιδικά του χρόνια μέσα στους δρόμους της Αβάνας, ως το ένδοξο τώρα του.",0,0,0,0,0,0,1,0,0,0,0,0
'Passion',"Η Κριστίν διαθέτει τη φυσική κομψότητα και την ανεπιτήδευτη άνεση που έχουν συνήθως οι άνθρωποι που διατηρούν μια υγιή σχέση με το χρήμα και την εξουσία. Η αθώα, χαριτωμένη κι εύπλαστη προστατευόμενη της, η Ιζαμπέλ, είναι γεμάτη καινοτόμες ιδέες που η Κριστίν κλέβει χωρίς ενδοιασμούς. Άλλωστε, οι δυο τους είναι ομάδα. Η Κριστίν αρέσκεται να ασκεί τον έλεγχο της επί της νεότερης γυναίκας, οδηγώντας την κάθε φορά ένα βήμα πιο βαθιά στο παιχνίδι της αποπλάνησης, της χειραγώγησης, της εξουσίας και της ταπείνωσης. Όταν, όμως, η Ιζαμπέλ θα κοιμηθεί με έναν από τους εραστές της Κριστίν, θα ξεσπάσει πόλεμος. Τη νύχτα της δολοφονίας, η Ιζαμπέλ παρακολουθεί μπαλέτο, ενώ η Κριστίν δέχεται μια διαφορετική πρόσκληση. Από ποιον όμως; Η Κριστίν λατρεύει τις εκπλήξεις. Γυμνή θα πάει να συναντήσει τον μυστηριώδη εραστή της που την περιμένει στο υπνοδωμάτιό της…",0,0,0,0,0,0,0,1,1,0,0,0
'Αλάσκα: Η Μεγάλη Περιπέτεια',"Αφού έχασε τη σύζυγο του, ο πρώην πιλότος Τζακ Μπαρνς έχει πάρει τα δύο του παιδιά κι έχει μετακομίσει στην Αλάσκα. Συνεχίζει τις πτήσεις, αλλά η νέα του εργασία τον θέλει να μεταφέρει χαρτί τουαλέτας πάνω από τα βουνά. Όμως, σε μια έκτακτη πτήση μέσα σε καταιγίδα, το αεροπλάνο του πέφτει σε άγνωστο σημείο. Τα παιδιά του, η Τζέσι κι ο Σον, ξεκινούν μια μεγάλη περιπέτεια αναζητώντας τον πατέρα τους, με παρέα μια πολική αρκούδα που έσωσαν από λαθροκυνηγό.",1,0,1,0,0,0,0,0,0,0,0,0
'Μπομπ ο Σφουγγαράκης',"Το μοχθηρό πλαγκτόν κλέβει το στέμμα του βασιλιά Ποσειδώνα και ενοχοποιεί το αφεντικό του Μπομπ. Ο Μπομπ ο Σφουγγαράκης και ο Αστερίας ξεκινούν να βρουν το στέμμα, ώστε να λάμψει η αλήθεια, και ο Μπομπ να αποδείξει στο αφεντικό του ότι είναι ικανός να αναλάβει θέση διευθυντή.",1,0,1,1,0,0,0,0,0,1,0,0
'Το Έπαθλο',"Ο Ρόι ΜακΑβόι είναι ένας πρώην επαγγελματίας του γκολφ, που τώρα ζει μοναχικά και διευθύνει ένα απόμερο προπονητικό κέντρο για γκολφ στο Τέξας μαζί με τον φίλο του, Ρόμεο. Όμως, τα χρέη τον πνίγουν κι αναγκάζεται να πουλήσει την ιδιοκτησία σε μια «μάνατζερ» κοριτσιών. Η νέα του μαθήτρια είναι η ψυχίατρος Δρ. Μόλι Γκρίσγουολντ, η οποία είναι η κοπέλα ενός σούπερ-σταρ του αθλήματος, του Ντέιβιντ Σιμς, και παλιού φίλου του Ρόι. Έλα όμως που ο Ρόι ερωτεύεται τη Μόλι, και για να την πλησιάσει περισσότερο, γίνεται πελάτης της. Μάλιστα, για να κερδίσει τον σεβασμό της, αποφασίζει να προσπαθήσει να προκριθεί στο US Open.",0,0,0,0,0,1,0,0,0,0,0,0
'Ο Γαλαξίας',"Δύο ζητιάνοι, ο Πολ και ο Ζαν, ακολουθούν το μονοπάτι του Αγίου Ιακώβου με προορισμό την ισπανική πόλη Σαντιάγκο ντε Κομποστέλα. Καθ’ οδόν, συναντούν, εκτός τόπου και χρόνου, διάφορες μορφές, οι οποίες εκπροσωπούν διδασκαλίες της χριστιανικής πίστης, κι επεξηγούν ποικίλα δόγματα κι αιρέσεις, πάντα με βάση την Αγία Γραφή.",0,1,0,0,0,0,0,0,0,1,0,0
'Επιστροφή στο Cold Mountain',"Αμερική, 1860. Στα τέλη του εμφυλίου πολέμου, ο πληγωμένος στρατιώτης Ίνμαν, εγκαταλείποντας το πεδίο της μάχης, πασχίζει να επιστρέψει στο σπίτι του στο Κολντ Μάουντεν, αλλά και στην αγαπημένη του, Έιντα. Στον δρόμο του γυρισμού συναντά μεγάλους κινδύνους και απρόβλεπτα εμπόδια, ενώ χτίζει φιλίες αλλά και εχθρότητες. Πίσω στην πατρίδα, η Έιντα προσπαθεί να επιζήσει σε δύσκολες συνθήκες στέρησης και σκληρότητας, έχοντας όμως στο πλευρό της τη Ρούμπι, μια γήινη παρουσία που θα της μάθει την αξία της φύσης και της επιβίωσης. Μεταξύ τους θα αναπτυχθεί μια δυνατή σχέση, ενώ και οι τρεις τους θα δοκιμαστούν σε αυτόν τον δραματικό αγώνα αντοχής, ο οποίος συντηρείται μόνο από την αγάπη.",0,0,1,0,0,1,1,0,0,0,0,1
'Θεώρημα',"Ένας παράξενος επισκέπτης εισβάλει σε μια εύπορη οικογένεια. Αποπλανεί την καμαριέρα, τον γιο, τη μητέρα, την κόρη και τελικά τον πατέρα πριν φύγει λίγες μέρες μετά. Αφού φεύγει, κανείς τους δεν μπορεί να συνεχίσει να ζει όπως πριν. Ποιος ήταν αυτός ο επισκέπτης; Θα μπορούσε να είναι ο Θεός;",0,0,0,0,0,0,1,0,0,0,0,0
'Step Up: Στα Βήματα του Πάθους',"Ο Τάιλερ, ένας επαναστατημένος μεγαλωμένος στους δρόμους της μεγαλούπολης νέος, σε μια κρίση ανωριμότητας μαζί με τους δύο κολλητούς φίλους του, θα διαλύσουν το αμφιθέατρο μιας φημισμένης καλλιτεχνικής σχολής, για νέα, ανερχόμενα ταλέντα. Για τιμωρία της πράξης του, ο περιθωριακών ενστίκτων Τάιλερ θα πρέπει να υπηρετήσει διακόσιες ώρες ως βοηθός επιστάτη, στον τόπο που προκάλεσε τις καταστροφές. Εκεί θα γνωρίσει την όμορφη Νόρα, το αστέρι και καλύτερη χορεύτρια της τάξης, που προετοιμάζεται με σθένος για την τελική παράσταση που θα σημάνει πολλά για το μέλλον της. Ο αναπάντεχος τραυματισμός του παρτενέρ της θα την ωθήσει στο να σκεφτεί πολύ την περίπτωση να επιλέξει για αντικαταστάτη του τον Τάιλερ, που θα δείξει μεγάλη θέληση για να τη βοηθήσει.",0,0,0,0,0,1,1,0,0,0,0,0
'Ακολουθία Φόνων στην Οξφόρδη',"Ο Άρθουρ Σέλντομ είναι ένας καταξιωμένος καθηγητής μαθηματικών, και συγγραφέας ενός νέου βιβλίου πάνω στη σχέση των μαθηματικών με τους κατά συρροή δολοφόνους. Ο Μάρτιν είναι ένας νεαρός φοιτητής που φτάνει στην Οξφόρδη ελπίζοντας να σπουδάσει κοντά στον Σέλντομ. Καθηγητής και σπουδαστής ενώνουν τις δυνάμεις τους στην προσπάθεια να διαλευκάνουν μια σειρά από μαθηματικά συνδεόμενους φόνους. Ενώ όμως προσπαθούν να λύσουν τον γρίφο, έρχονται αντιμέτωποι με ένα πολύπλοκο παζλ όπου κάθε δράση έχει και την αντίδρασή της, πέρα από κάθε φαντασία.",0,0,0,0,0,0,0,1,1,0,0,0
'Η Συμμορία των Σικελών',"Ο Ροζέρ Σαρτέ είναι ένας κατάδικος δολοφόνος που η σικελική μαφία, με αρχηγό τον Βιτόριο Μαναλέσε, βγάζει από τη φυλακή. Το επόμενο τους σχέδιο είναι να ληστέψουν μια μεγάλη μπάζα διαμαντιών από μια έκθεση στη Ρώμη. Καθώς ετοιμάζουν τη ληστεία, ένας αμερικανός φίλος του αρχιγκάνγκστερ, ο Τόνι Νικόσια, προτείνει ένα νέο σχέδιο για να αρπάξουν τη λεία: να κάνουν αεροπειρατεία στο αεροπλάνο που τη μεταφέρει από τη Νέα Υόρκη. Ο επιθεωρητής Λε Γκοφ έχει μυριστεί ότι κάτι συμβαίνει και προσπαθεί να μάθει τα σχέδια τους, μέσω κάθε πηγής που έχει.",0,0,0,0,0,0,0,0,1,0,0,0
'Το Φιλοδώρημα των 2.000.000 $',"Ο Τσάρλι είναι ένας νεαρός αστυνομικός της Νέας Υόρκης, προστάτης των φτωχών και αδυνάτων, παντρεμένος με τη φιλοχρήματη Μίριελ. Στη διάρκεια των καθημερινών του περιπολιών, ο Τσάρλι συνηθίζει να πίνει τον καφέ του σ’ ένα φιλόξενο στέκι. Εκεί σερβίρει η Ιβόν, μια ταλαιπωρημένη οικονομικά και ψυχολογικά γυναίκα, εξαιτίας του πρόσφατου διαζυγίου της. Μια μέρα, ο Τσάρλι θα υποσχεθεί στην Ιβόν, αντί για φιλοδώρημα, τα μισά από τα υποθετικά κέρδη ενός λόττο, το οποίο όμως σημαίνει $2.000.000 μετά την κλήρωση. Η Μίριελ παθαίνει σοκ όταν ανακαλύπτει ότι πρόκειται να μοιραστεί τα εκατομμύρια της εξαιτίας ενός φιλοδωρήματος, αλλά υποχωρεί προσωρινά μπροστά στη φήμη και τη δόξα που προσφέρουν τα πρωτοσέλιδα και τα ρεπορτάζ του τύπου. ‘Όταν όμως παραλαμβάνουν την επιταγή, εκείνη αλλάζει γνώμη και οδηγεί την υπόθεση στα δικαστήρια.",0,1,0,0,0,1,0,0,0,0,0,0
'Υποβρύχιο Κ-19',"Στο σκληρότερο χρονικό σημείο του ψυχρού πολέμου, οι Ρώσοι παλεύουν να κατασκευάσουν ένα πυρηνικό υποβρύχιο ικανό να εκτοξεύσει πυρηνικούς πυραύλους. Στην κατασκευή του υποβρυχίου, ο κυβερνήτης Μιχαήλ Πολένιν προσπαθεί να εντοπίσει τις αδυναμίες και τα προβλήματα ώστε να μην υπάρξει κανένας κίνδυνος όταν το Κ-19 σαλπάρει. Διαπιστώνει όμως με λύπη του ότι το υποβρύχιο δεν είναι έτοιμο, παρά τις πιέσεις των πολιτικών για άμεση αναχώρησή του. Για τον λόγο αυτό, στέλνουν νέο κυβερνήτη, τον Αλεξέι Βοστρίκοφ, έναν άνθρωπο σκληρό και αποφασισμένο για να βγάλει το σκάφος στη θάλασσα ανεξάρτητα από το κόστος. Όταν όμως βρίσκονται στην ανοιχτή θάλασσα, σοβαρά προβλήματα θα εμφανιστούν βάζοντας τον Βοστρίκοφ στο δίλημμα να επιλέξει μεταξύ του να ακολουθήσει τις εντολές του ή να σώσει το πλήρωμά του.",0,0,1,0,0,0,0,0,1,0,0,1
'The Gentlemen',"Η ιστορία ακολουθεί έναν αμερικανό έμπορο ναρκωτικών, τον Μίκι Πίρσον, που έχει χτίσει την αυτοκρατορία του στο Λονδίνο, και πλέον θέλει να παραδώσει τα ηνία και να επιστρέψει στην πατρίδα του. Το γεγονός αυτό πυροδοτεί μια σειρά από συνωμοσίες, σχέδια και απόπειρες, από όλους εκείνους που επιβουλεύονταν τη θέση του, και που τώρα έχουν την ευκαιρία να αρπάξουν την περιουσία του.",0,0,0,0,1,0,0,1,0,0,0,0
'Τα Παιδιά της Νύχτας',"Μια ζωντοχήρα μετακομίζει με τα δυο αγόρια της στο σπίτι του πατέρα της που βρίσκεται σε κάποια λουτρόπολη των ΗΠΑ. Ο μεγάλος της γιος θα παρασυρθεί από μια παρέα μηχανόβιων, που στην πραγματικότητα είναι βαμπίρ, ενώ ο μικρός θα προσχωρήσει στην ομάδα δυο ανήλικων κυνηγών βρικολάκων.",0,0,0,1,0,0,0,1,0,1,0,0
'300',"Ο βασιλιάς της Σπάρτης Λεωνίδας, αρνούμενος να προσφέρει γη και ύδωρ στον πέρση αυτοκράτορα Ξέρξη που εκστρατεύει στην Ελλάδα με στρατό εκατοντάδων χιλιάδων αντρών, θα αψηφήσει τις εντολές των διεφθαρμένων εφόρων και με τη συνοδεία τριακοσίων γεμάτων θέληση και σθένος αντρών, θα επιχειρήσουν να φράξουν στους κατακτητές τον δρόμο για τον νότο. Στο στενό των Θερμοπυλών, ο σπαρτιάτης ηγεμόνας και οι αντρειωμένοι στρατιώτες του, ακολουθώντας έξυπνη στρατηγική, θα κλείσουν το πέρασμα στις πολυάριθμες ορδές του εχθρού, που παρότι διαθέτει τα πιο σύγχρονα μέσα πολέμου, δεν μπορούν να ξεπεράσει την ανδρεία των 300.",0,0,1,0,1,0,0,0,0,1,0,1
'Bad Boys for Life',"Ο Μάρκους Μπέρνετ είναι τώρα πια επιθεωρητής της αστυνομίας, και ο Μάικ Λάουερι αντιμετωπίζει την κρίση της μεσήλικης ζωής. Οι δυο τους είναι ξανά μαζί, κι ενώνουν τις δυνάμεις τους όταν ένας αδίστακτος βαρόνος των ναρκωτικών, τον αδελφό του οποίου έχουν σκοτώσει στο παρελθόν, ορκίζεται εκδίκηση, κι ενώ το τρομερό ντουέτο ετοιμάζονταν να βγει στη σύνταξη.",0,0,0,1,1,0,0,1,0,0,0,0
'Ghost Rider',"Προκειμένου να σώσει τη ζωή του πατέρα του, ο Τζόνι Μπλέιζ πουλά την ψυχή του στον Μεφιστοφελή και αναγκάζεται να χωρίσει από την αγαπημένη του, Ροξάν. Αρκετά χρόνια μετά ξανασυναντιέται με τη Ροξάν που είναι πλέον δημοσιογράφος, αλλά και με τον Μεφιστοφελή ο οποίος είναι πρόθυμος να ελευθερώσει την ψυχή του Μπλέιζ αν αυτός μετατραπεί στον Ghost Rider, έναν υπερ-εκδικητή, και θέσει τις υπηρεσίες του στη διάθεση εκείνου. Ο Μεφιστοφελής του αναθέτει να εξοντώσει τον γιο του, Blackheart, που απειλεί να εκθρονίσει τον πατέρα και να δημιουργήσει μια κόλαση ακόμη χειρότερη από την υπάρχουσα.",0,0,0,0,1,0,0,1,0,1,0,0
'Ο Τελευταίος Μαχητής του Ανέμου',"Οι περιπέτειες του Άανγκ, ενός 10χρονου παιδιού που τυχαίνει να είναι ο διάδοχος μιας μεγάλης αυτοκρατορίας. Ο νεαρός θα πρέπει να αφήσει την ξενοιασιά της παιδικής ηλικίας στην άκρη, και να σταματήσει το Έθνος της Φωτιάς πριν υποδουλώσει τα Έθνη του Νερού της Γης και του Αέρα.",1,0,1,0,1,0,0,0,0,1,0,0
'Το Χρήμα',"Η κάμερα ακολουθεί τη διαδρομή ενός πλαστού χαρτονομίσματος 500 φράγκων, το οποίο αλλάζοντας χέρια καταλήγει στην κατοχή του Ιβόν, ενός υπαλλήλου εταιρείας καυσίμων. Το γεγονός αυτό θα είναι καταλυτικό για τη μετέπειτα ζωή του, και τελικά θα τον μετατρέψει σε εγκληματία. Ανήμπορος να καθορίσει την τύχη του και να διατηρήσει την ανθρώπινη υπόστασή του σ’ έναν κόσμο αγριότητας κι απληστίας, ο Ιβόν θα καταλήξει στην αυτοκαταστροφή.",0,0,0,0,0,0,1,0,0,0,0,0
'Τα Μπαλάκια της Οργής',"Το 1988, το νεαρό αστέρι του πινγκ-πονγκ Ράντι Ντεϊτόνα έπαιξε τον αγώνα της ζωής του και απότυχε παταγωδώς, σε σημείο 17 χρόνια αργότερα να βγάζει μεροκάματο στο Λας Βέγκας. Το FBI, όμως, πιστεύει στις δυνατότητες του και τον υποχρεώνει να συμμετάσχει σε μυστική αποστολή, ώστε να παγιδευτεί ο μεγαλοκακοποιός Φενγκ. Η αποστολή είναι να καταφέρει ο Ντεϊτόνα να λάβει τη ρακέτα συμμετοχής στο μυστικό τουρνουά πινγκ-πονγκ του Φενγκ, κάτι δύσκολο βέβαια αφού είναι εκτός φόρμας, Γι’ αυτό επιστρατεύεται ο μεγάλος δάσκαλος Γουνγκ, που μπορεί να μην έχει όραση, έχει όμως την εμπειρία να τον φέρει στα ίσια του.",0,0,0,1,0,0,0,0,0,0,0,0
'Μπομπ Σφουγγαράκης: Επιχείρηση Διάσωσης',"Όταν ο Γκάρι, το αγαπημένο κατοικίδιο σαλιγκάρι του Μπομπ, πέφτει θύμα απαγωγής, ο Μπομπ μαζί με τον Πάτρικ ξεκινούν μια επική περιπέτεια στη Χαμένη Πόλη της Ατλαντίδας για να φέρουν τον Γκάρι πίσω στο σπίτι. Καθώς περιπλανιούνται στις απολαύσεις και τους κινδύνους αυτής της επικίνδυνης και ξεκαρδιστικής αποστολής διάσωσης, ο Μπομπ και οι φίλοι του αποδεικνύουν ότι δεν υπάρχει τίποτα ισχυρότερο από τη δύναμη της φιλίας.",1,0,1,1,0,0,0,0,0,1,0,0
'Περιπέτεια στην Άγρια Δύση',"Στην Άγρια Δύση, γύρω στο 1870, ο Σάμιουελ Αλάμπαστερ, ένας εύπορος άνδρας, επιχειρεί να περάσει πέρα από τα αμερικανικά σύνορα για να παντρευτεί την αγάπη της ζωής του, την Πενέλοπι. Καθώς η ομάδα του διασχίζει την άγρια δύση, το κάποτε απλό ταξίδι γίνεται μια δραματική περιπέτεια.",0,1,0,0,0,0,0,0,0,0,0,1
'Επίγειος Παράδεισος',"O Ελία δραπετεύει από την Παλαιστίνη σε αναζήτηση εναλλακτικής πατρίδας, για να ανακαλύψει ότι η Παλαιστίνη τον ακολουθεί παντού. Η υπόσχεση μιας νέας ζωής μετατρέπεται σε μια κωμωδία παρεξηγήσεων: όσο μακρυά και να ταξιδέψει, από το Παρίσι ως τη Νέα Υόρκη, πάντα κάτι του θυμίζει τη γενέθλια γη.",0,0,0,1,0,0,0,0,0,0,0,0
'Η Αφροδίτη με τη Γούνα',"Ο Τόμας είναι ο σκηνοθέτης-συγγραφέας του θεάτρου, και είναι απογοητευμένος προσπαθώντας να βρει την πρωταγωνίστρια του για το ανέβασμα του έργου «Venus in Fur» του Λεοπόλντ φον Σάσερ-Μασόχ. Όλα αλλάζουν όταν από την πόρτα μπαίνει η Βάντα, μια μυστηριώδης και ταλαντούχα ηθοποιός. Τότε ξεκινάει μια μακρά συνάντηση, κατά την οποία η Βάντα προσπαθεί να πείσει τον Τόμας ότι είναι η μόνη κατάλληλη για τον ρόλο.",0,1,0,0,0,0,0,0,0,0,0,0
'Τροπική Καταιγίδα',"Μια ομάδα ηθοποιών αποφασίζει να γυρίσει μια τεράστιου προϋπολογισμού πολεμική ταινία, αλλά λόγω περικοπών από την παραγωγή, το όλο εγχείρημα μοιάζει να καταρρέει. Ο σκηνοθέτης τους όμως αρνείται να εγκαταλείψει το όνειρό του, και έτσι αποφασίζει να πάει με την ομάδα του στις ζούγκλες της νοτιανατολικής Ασίας, όπου αναγκάζονται να γίνουν κανονικοί στρατιώτες αυτοί που θα υποδύονταν στην ταινία, καθώς βρίσκονται εγκλωβισμένοι σε μια πραγματική εμπόλεμη κατάσταση.",0,0,1,1,1,0,0,0,0,0,0,0
'Saving Christmas',"Ο Κερκ απολαμβάνει την ετήσια χριστουγεννιάτικη γιορτή που διοργανώνει η αδελφή του, μέχρι που συνειδητοποιεί ότι πρέπει να βοηθήσει τον Κρίστιαν, τον κουνιάδο του, που επειδή βλέπει τα Χριστούγεννα να έχουν πλέον συνδεθεί με το εμπόριο, αρνείται να συμμετέχει. Η καθαρή ματιά του Κερκ για την έννοια των Χριστουγέννων θα δώσει την ευκαιρία να δουν οι χριστιανοί το πού βρίσκονταν πάντα ο Χριστός σε αυτή την εορτή: στο επίκεντρο.",1,0,0,1,0,0,0,0,0,0,0,0
'Η Ληστεία της Μαφίας',"1975. Μια συμμορία από μικροεγκληματίες αποπειράται να κάνει τη μεγαλύτερη ληστεία στην ιστορία της Αμερικής, κλέβοντας πάνω από 30 εκατομμύρια δολάρια από τη μαφία στην πιο μικρή πολιτεία των ΗΠΑ, το Ρόουντ Άιλαντ.",0,0,0,0,0,0,0,0,1,0,0,1
'Wanted',"Αρχικά, τα πάντα στη ζωή του Γουέσλι Γκίμπσον ήταν μονότονα και ο ίδιος… η προσωποποίηση της αποτυχίας. Όμως, όταν γνωρίζεται με τη σέξι και δυναμική Φοξ, ανακαλύπτει την αληθινή του ταυτότητα, και έπειτα από εντατική εκπαίδευση, γίνεται μέλος μιας περίεργης, μυστικής αδελφότητας δολοφόνων με αρχηγό το Σλόαν. Γρήγορα, όμως, αποδεικνύεται πως τα μέλη της αδελφότητας αυτής δεν είναι ακριβώς αυτό που φαίνονται. Έτσι, έχοντας αποκτήσει όλη την εξουσία που πάντοτε επιθυμούσε, ο Γουέσλι θα πρέπει να μάθει πως το να ελέγχεις τη ζωή σου, είναι τελικά πολύ πιο δύσκολο από το να σκορπάς τον θάνατο.",0,0,0,0,1,0,0,1,0,1,0,0
'Apocalypto',"Έτος 1511, κάπου στο σημερινό Γιουκατάν. Το φοβισμένο όραμα του Τζάγουαρ Πόου (Πάτημα Ιαγουάρου), ενός από τους δυναμικότερους και σεβαστούς κυνηγούς μιας φιλήσυχης φυλής Μάγια, θα γίνει πραγματικότητα ένα ζεστό πρωινό, όταν το χωριό θα δεχτεί τη φονική επίθεση μανιασμένων εχθρών. Οι γυναίκες της φυλής θα βιαστούν, τα παιδιά θα εγκαταλειφθούν στην τύχη τους και οι άντρες θα οδηγηθούν αλυσοδεμένοι είτε στο σκλαβοπάζαρο, είτε στο θυσιαστήριο. Ο Τζάγκουαρ Πόου, που βρίσκεται ανάμεσα στους αιχμαλώτους, βαδίζει στο άγνωστο, έχοντας δώσει την υπόσχεση να επιστρέψει για να διασώσει την εγκυμονούσα γυναίκα του και τον γιο του, που έχει κρύψει με ασφάλεια σε ένα βαθύ πηγάδι.",0,0,1,0,1,0,0,0,0,0,0,1
'Οι Ευχούληδες: Παγκόσμια Περιοδεία',"Ένα μέλος της αριστοκρατίας του σκληρού ροκ, η βασίλισσα Μπαρμπ, με τη βοήθεια του πατέρα της, του βασιλιά, θέλουν να καταστρέψουν όλα τα υπόλοιπα είδη μουσικής και να επιβάλλουν την κυριαρχία του ροκ. Η μοίρα του κόσμου τους βρίσκεται σε κίνδυνο, όμως η Πόπη και ο Μπραντς, μαζί με τους φίλους τους θα επισκεφτούν μακρινούς τόπους για να ενώσουν όλους τους Ευχούληδες ενάντια στην Μπαρμπ. Σε αυτή του την περιπέτεια θα ανακαλύψουν ότι η φυλή τους είναι μόλις μία από τις έξι φυλές των Ευχούληδων, οι οποίες είναι διασκορπισμένες σε έξι διαφορετικές τοποθεσίες, και που η καθεμία τους είναι αφιερωμένη σε ένα συγκεκριμένο είδος μουσικής: φανκ, κάντρι, τέκνο, κλασική, ποπ και ροκ. Ο κόσμος των Ευχούληδων με αυτό το ταξίδι όχι μόνο θα μεγαλώσει, αλλά θα αποκτήσει νέο ρυθμό και πολλή ένταση.",1,0,1,1,0,0,0,0,0,1,0,0
'King Kong',"1933 και ο Καρλ Ντέναμ, ένας φιλόδοξος σκηνοθέτης, μισθώνει μια ομάδα εξερευνητών για να μεταφέρουν τον ίδιο, τον σεναριογράφο και πρώην πιλότο μαχητικών αεροσκαφών Τζακ Ντρίσκολ και τους ηθοποιούς του στην περιοχή που ο μύθος το θέλει να είναι η νήσος Νεκροκεφαλή, καθώς δεν είναι καν χαρτογραφημένο. Εκεί, θα προσπαθήσουν να συλλέξουν λεπτομέρειες για τον θρύλο του τεράστιου γορίλα με το όνομα Κονγκ, αλλά γρήγορα θα διαπιστώσουν ότι ο Κινγκ Κονγκ είναι αληθινός και ζει σε μια αχανή ζούγκλα, όπου επίσης έχουν διασωθεί τεράστια πλάσματα της προϊστορικής εποχής. Με τον φόβο των δεινοσαύρων και του Κονγκ, το κινηματογραφικό συνεργείο υποχωρεί, αφού όμως πρώτα το τεράστιο ζώο σαγηνευτεί από την πρωταγωνίστρια της ταινίας Αν Ντάροου.",0,0,1,0,1,0,0,1,0,1,0,0
'Νουρέγιεφ: Το Λευκό Κοράκι',"Η ιστορία της ζωής του κορυφαίου ρώσου χορευτή Ρούντολφ Νουρέγιεφ, ο οποίος κατά την κορύφωση του Ψυχρού Πολέμου κατέφυγε στη Γαλλία και εξέπληξε όλο τον κόσμο με το ταλέντο του. Με τη μοναδική του παρουσία, ο Νουρέγιεφ έλαμψε ως το πιο διάσημο αστέρι του μπαλέτου, ένας αδάμαστος και όμορφος χορευτής που ένιωσε περιορισμένος από τη ζωή της δεκαετίας του 1950 στο Λένινγκραντ, και άνοιξε τα φτερά του για τη Δύση. Το φλερτάρισμά του με δυτικούς καλλιτέχνες και ιδέες τον οδήγησε σε ένα επικίνδυνο παιχνίδι κυνηγητού με την KGB.",0,0,0,0,0,0,1,0,0,0,0,1
'Το Δόλωμα',"Ο Μπάμπης Βαλέρης, απατεώνας και χαρτοκλέφτης, μαζί με τον συνεργάτη του, Μάνθο, αποφασίζουν να μαδήσουν στα χαρτιά όσες παρέες πλουσίων πέσουν στα δίχτυα τους. Για να το καταφέρουν αυτό, προσλαμβάνουν την Καίτη, μια κοπέλα που τραγουδάει και κάνει κονσομασιόν σε ένα κέντρο της Τρούμπας. Την εκπαιδεύουν κατάλληλα ώστε να γίνει “δόλωμα” για τους πλούσιους άνδρες, τους οποίους θα οδηγεί στο χαρτοπαικτικό τραπέζι. Η επιχείρηση στήνεται στη Ρόδο, τα αρχικά αποτελέσματα είναι καλά, αλλά τα πάντα ανατρέπονται μόλις αποκαλύπτεται η απάτη.",0,0,0,0,0,1,0,0,0,0,0,0
'Ζίζοτεκ',"Πώς μπορεί η τυχαία συνάντηση ενός εγκαταλελειμμένου εννιάχρονου αγοριού και ενός ιδιότροπου μεσήλικα που επικοινωνεί με νοήματα, να τους χαρίσει αυτό που τους λείπει περισσότερο; Ο μικρός Ιάσονας προσπαθεί μάταια να φροντίσει την καταθλιπτική του μητέρα, όταν μια μέρα εκείνη αποφασίζει να τον εγκαταλείψει σε ένα πανηγύρι στη Βόρεια Ελλάδα. Ο φοβισμένος μικρός βρίσκει καταφύγιο σε μια καλύβα στο δάσος, όπου ζει ο μοναχικός Μηνάς, ο οποίος κρύβει τα δικά του σκοτεινά μυστικά, όπως το «Ζίζοτεκ», και μαζί θα ζήσουν το δικό τους παραμύθι.",0,0,0,0,0,0,1,0,0,0,0,0
'Δίκτυο Κατασκόπων',"Ένας κάποτε κορυφαίος μυστικός πράκτορας αρπάζει την ευκαιρία να δώσει πνοή στην καριέρα του, αναλαμβάνοντας μια αποστολή που έχει να κάνει με πώληση χημικών όπλων στη Μέση Ανατολή. Όμως, η Μοσάντ έχει βάλει τον δικό της πράκτορα στο κατόπι του, και ο στόχος της αποστολής είναι μια αινιγματική γυναίκα με θολές προθέσεις. Ο πρωταγωνιστής σύντομα καταλαβαίνει ότι από θηρευτής θα γίνει το θήραμα.",0,0,0,0,0,0,0,1,0,0,0,0
'Η Θεία μου η Χίπισσα',"Η κυρα-Λένη, μια φτωχιά χήρα, εργάζεται σαν καθαρίστρια σε ένα μεγάλο ξενοδοχείο, ενώ ταυτόχρονα σπουδάζει στην Αμερική τη μονάκριβη κόρη της, Κάθριν. Η κόρη της αγνοεί την οικονομική κατάσταση τους και πιστεύει ότι η μητέρα της είναι ένοικος του ξενοδοχείου. Ξαφνικά, η κυρα-Λένη παίρνει ένα γράμμα από την κόρη της, που της λέει ότι έρχεται στην Αθήνα για διακοπές μαζί με τον μνηστήρα της, τον Τζόνι, και τον πεθερό της, Πιτ.",0,0,0,1,0,0,0,0,0,0,0,0
